label.value,abstract.value,words_string
Paste (rheology),"In physics, a paste is a substance that behaves as a solid until a sufficiently large load or stress is applied, at which point it flows like a fluid. In rheological terms, a paste is an example of a Bingham plastic fluid. Pastes typically consist of a suspension of granular material in a background fluid. The individual grains are jammed together like sand on a beach, forming a disordered, glassy or amorphous structure, and giving pastes their solid-like character. It is this ""jamming together"" that gives pastes some of their most unusual properties; this causes paste to demonstrate properties of fragile matter. Examples include starch pastes, toothpaste, mustard, and putty. In pharmacology, paste is a basic pharmaceutical form. It consists of a fatty base (e.g., petroleum jelly) and at least 25% of a solid substance (e.g., zinc oxide). Pharmaceutical pastes are typically intended for external application to the skin. They are usually thick and do not melt at physiologic temperatures.",Drug_delivery_devices
Transdermal patch,"A transdermal patch is a medicated adhesive patch that is placed on the skin to deliver a specific dose of medication through the skin and into the bloodstream. Often, this promotes healing to an injured area of the body. An advantage of a transdermal drug delivery route over other types of medication delivery such as oral, topical, intravenous, intramuscular, etc. is that the patch provides a controlled release of the medication into the patient, usually through either a porous membrane covering a reservoir of medication or through body heat melting thin layers of medication embedded in the adhesive. The main disadvantage to transdermal delivery systems stems from the fact that the skin is a very effective barrier; as a result, only medications whose molecules are small enough to penetrate the skin can be delivered by this method. A wide variety of pharmaceuticals are now available in transdermal patch form. The first commercially available prescription patch was approved by the U.S. Food and Drug Administration in December 1979. These patches administered scopolamine for motion sickness.","Drug_delivery_devices,Transdermal_patches"
Punctal plug,"A punctal plug, also known as tear duct plug or lacrimal plug, is a small medical device that is inserted into the tear duct (puncta) of an eye to block the duct. This prevents the drainage of liquid from the eye. They are used to treat dry eye. Artificial tears are usually still required after punctal plug insertion.",Implants_(medicine)
Transdermal implant,"Transdermal implants, or dermal piercings, are a form of body modification used both in a medical and aesthetic context. In either case, they consist of an object placed partially below and partially above the skin, thus transdermal. The skin around it generally heals as if it were a piercing. In the body piercing community, these types of modification are generally called fairly ""heavy"" due to the complexity of the procedure and the social implications. Two types of implants can be used.","Drug_delivery_devices,Implants_(medicine)"
Transjugular intrahepatic portosystemic shunt,"Transjugular intrahepatic portosystemic shunt (TIPS or TIPSS) is an artificial channel within the liver that establishes communication between the inflow portal vein and the outflow hepatic vein. It is used to treat portal hypertension (which is often due to liver cirrhosis) which frequently leads to intestinal bleeding, life-threatening esophageal bleeding (esophageal varices) and the buildup of fluid within the abdomen (ascites). An interventional radiologist creates the shunt using an image-guided endovascular (via the blood vessels) approach, with the jugular vein as the usual entry site. The procedure was first described by Josef Rösch in 1969 at Oregon Health and Science University. It was first used in a human patient by Dr. Ronald Colapinto, of the University of Toronto, in 1982, but did not become reproducibly successful until the development of endovascular stents in 1985. In 1988 the first successful TIPS was realized by M. Rössle, G.M. Richter, G. Nöldge and J. Palmaz at the University of Freiburg. The procedure has since become widely accepted as the preferred method for treating portal hypertension that is refractory to medical therapy, replacing the surgical portocaval shunt in that role.",Implants_(medicine)
Federal Institute for Drugs and Medical Devices,"The Federal Institute for Drugs and Medical Devices (in German: Bundesinstitut für Arzneimittel und Medizinprodukte – BfArM) is the medical regulatory body in Germany. It operates under the Federal Ministry of Health (BMG). It is headquartered in Bonn, Germany. Its president is Prof. Dr. Karl Broich.",Regulation_of_medical_devices
Brain–computer interface,"A brain–computer interface (BCI), sometimes called a neural control interface (NCI), mind–machine interface (MMI), direct neural interface (DNI), or brain–machine interface (BMI), is a direct communication pathway between an enhanced or wired brain and an external device. BCIs are often directed at researching, mapping, assisting, augmenting, or repairing human cognitive or sensory-motor functions. Research on BCIs began in the 1970s at the University of California, Los Angeles (UCLA) under a grant from the National Science Foundation, followed by a contract from DARPA. The papers published after this research also mark the first appearance of the expression brain–computer interface in scientific literature. Due to the cortical plasticity of the brain, signals from implanted prostheses can, after adaptation, be handled by the brain like natural sensor or effector channels. Following years of animal experimentation, the first neuroprosthetic devices implanted in humans appeared in the mid-1990s. Recently, studies in human-computer interaction via the application of machine learning to statistical temporal features extracted from the frontal lobe (EEG brainwave) data has had high levels of success in classifying mental states (Relaxed, Neutral, Concentrating), mental emotional states (Negative, Neutral, Positive) and thalamocortical dysrhythmia.","Brain–computer_interfacing,Implants_(medicine),Neuroprosthetics"
Medical Device Regulation Act,"The Medical Device Regulation Act or Medical Device Amendments of 1976 was introduced by the 94th Congress of the United States. Congressman Paul G. Rogers and Senator Edward M. Kennedy were the chairperson sponsors of the medical device amendments. The Title 21 amendments were signed into law on May 28, 1976, by the 38th President of the United States Gerald R. Ford. The U.S. legislation enacted in 1976 amended the Food, Drug, and Cosmetic Act of 1938 signed by the 32nd President of the United States Franklin D. Roosevelt.",Regulation_of_medical_devices
MicroPort,"MicroPort is a global medical device developer and manufacturer that is headquartered in Shanghai, China. It designs and produces products for a range of medical fields including cardiology, interventional radiology, orthopedics, electrophysiology, and surgical management. MicroPort is considered to be among the top 100 medical device companies in 2018 and was selected to be the 2017 China Innovative Medical Device Company.",Medical_device_manufacturers
Surgical sealant film,"A surgical sealant film is an implantable medical device used during surgery. It is a preformed flexible patch that is applied to supplement sutures and surgical staples to seal tissues and prevent leaks of fluid (including blood and cerebrospinal fluid) and air. The sealant film is synthetic and incorporates absorbable polymers, including poly(lactide-co-glycolide). The polymeric components impart structural and adhesive properties with the sealing effect achieved by incorporation of a bioadhesive polymer. This forms a covalent bond to primary amines present on the tissue surfaces. In turn this results in the film rapidly becoming effective in providing a form of secondary wound closure. The film can be used for sealing the dura mater, preventing blood loss in general surgery and eliminating air leaks following lung resection.",Implants_(medicine)
Gholam A. Peyman,"Gholam A. Peyman (born 1 January 1937) is an ophthalmologist, retina surgeon, and inventor. He is best known for his invention of LASIK eye surgery, a vision correction procedure designed to allow people to see clearly without glasses. He was awarded the first US patent for the procedure in 1989.",Drug_delivery_devices
Kirschner wire,"Kirschner wires or K-wires or pins are sterilized, sharpened, smooth stainless steel pins. Introduced in 1909 by Martin Kirschner, the wires are now widely used in orthopedics and other types of medical and veterinary surgery. They come in different sizes and are used to hold bone fragments together (pin fixation) or to provide an anchor for skeletal traction. The pins are often driven into the bone through the skin (percutaneous pin fixation) using a power or hand drill. They also form part of the Ilizarov apparatus.","Implants_(medicine),Orthopedic_implants"
Ankle replacement,"Ankle replacement, or ankle arthroplasty, is a surgical procedure to replace the damaged articular surfaces of the human ankle joint with prosthetic components. This procedure is becoming the treatment of choice for patients requiring arthroplasty, replacing the conventional use of arthrodesis, i.e. fusion of the bones. The restoration of range of motion is the key feature in favor of ankle replacement with respect to arthrodesis. However, clinical evidence of the superiority of the former has only been demonstrated for particular isolated implant designs.","Implants_(medicine),Orthopedic_implants"
Epinephrine autoinjector,An epinephrine autoinjector (or adrenaline autoinjector) is a medical device for injecting a measured dose or doses of epinephrine (adrenaline) by means of autoinjector technology. It is most often used for the treatment of anaphylaxis. The first epinephrine autoinjector was brought to market in 1983.,Drug_delivery_devices
Phonophoresis,"Phonophoresis is the use of ultrasound to enhance the delivery of topically applied drugs. Phonophoresis has been used in an effort to enhance the absorption of topically applied analgesics and anti-inflammatory agents through the therapeutic application of ultrasound. Phonophoresis has been shown to be ineffective for some treatments, where it did not increase the efficacy of absorption of drugs, or did not improve the outcome more than the use of ultrasound alone.",Drug_delivery_devices
OrCam device,"OrCam devices such as OrCam MyEye are portable, artificial vision devices that allow visually impaired people to understand text and identify objects through audio feedback, describing what they are unable to see. Reuters described an important part of how it works as ""a wireless smartcamera"" which, when attached outside eyeglass frames, can read and verbalize text, and also supermarket barcodes. This information is converted to spoken words and entered ""into the user’s ear."" Face-recognition is also part of OrCam's feature set.",Medical_device_manufacturers
Ommaya reservoir,"An Ommaya reservoir is an intraventricular catheter system that can be used for the aspiration of cerebrospinal fluid or for the delivery of drugs (e.g. chemotherapy) into the cerebrospinal fluid. It consists of a catheter in one lateral ventricle attached to a reservoir implanted under the scalp. It is used to treat brain tumors, leukemia/lymphoma or leptomeningeal disease by intrathecal drug administration. In the palliative care of terminal cancer, an Ommaya reservoir can be inserted for intracerebroventricular injection (ICV) of morphine. It was originally invented in 1963 by Ayub K. Ommaya, a Pakistani-American neurosurgeon. In January 2017, researchers at University of Texas Southwestern Medical Centre used an Ommaya reservoir to measure the intracranial pressure that is regularly observed in astronauts in zero-gravity conditions. 
* 
*",Drug_delivery_devices
Ben Goertzel,"Ben Goertzel is an artificial intelligence researcher, and CEO and founder of SingularityNET.",Cyborgs
Self-healing material,"Self-healing materials are artificial or synthetically-created substances that have the built-in ability to automatically repair damages to themselves without any external diagnosis of the problem or human intervention. Generally, materials will degrade over time due to fatigue, environmental conditions, or damage incurred during operation. Cracks and other types of damage on a microscopic level have been shown to change thermal, electrical, and acoustical properties of materials, and the propagation of cracks can lead to eventual failure of the material. In general, cracks are hard to detect at an early stage, and manual intervention is required for periodic inspections and repairs. In contrast, self-healing materials counter degradation through the initiation of a repair mechanism that responds to the micro-damage. Some self-healing materials are classed as smart structures, and can adapt to various environmental conditions according to their sensing and actuation properties. Although the most common types of self-healing materials are polymers or elastomers, self-healing covers all classes of materials, including metals, ceramics, and cementitious materials. Healing mechanisms vary from an instrinsic repair of the material to the addition of a repair agent contained in a microscopic vessel. For a material to be strictly defined as autonomously self-healing, it is necessary that the healing process occurs without human intervention. Self-healing polymers may, however, activate in response to an external stimulus (light, temperature change, etc.) to initiate the healing processes. A material that can intrinsically correct damage caused by normal usage could prevent costs incurred by material failure and lower costs of a number of different industrial processes through longer part lifetime, and reduction of inefficiency caused by degradation over time.",Biomaterials
Titanium,"Titanium is a chemical element with the symbol Ti and atomic number 22. Its atomic weight is 47.867 measured in daltons. It is a lustrous transition metal with a silver color, low density, and high strength. Titanium is resistant to corrosion in sea water, aqua regia, and chlorine. Titanium was discovered in Cornwall, Great Britain, by William Gregor in 1791 and was named by Martin Heinrich Klaproth after the Titans of Greek mythology. The element occurs within a number of mineral deposits, principally rutile and ilmenite, which are widely distributed in the Earth's crust and lithosphere; it is found in almost all living things, as well as bodies of water, rocks, and soils. The metal is extracted from its principal mineral ores by the Kroll and Hunter processes. The most common compound, titanium dioxide, is a popular photocatalyst and is used in the manufacture of white pigments. Other compounds include titanium tetrachloride (TiCl4), a component of smoke screens and catalysts; and titanium trichloride (TiCl3), which is used as a catalyst in the production of polypropylene. Titanium can be alloyed with iron, aluminium, vanadium, and molybdenum, among other elements, to produce strong, lightweight alloys for aerospace (jet engines, missiles, and spacecraft), military, industrial processes (chemicals and petrochemicals, desalination plants, pulp, and paper), automotive, agriculture (farming), medical prostheses, orthopedic implants, dental and endodontic instruments and files, dental implants, sporting goods, jewelry, mobile phones, and other applications. The two most useful properties of the metal are corrosion resistance and strength-to-density ratio, the highest of any metallic element. In its unalloyed condition, titanium is as strong as some steels, but less dense. There are two allotropic forms and five naturally occurring isotopes of this element, 46Ti through 50Ti, with 48Ti being the most abundant (73.8%). Although titanium and zirconium have the same number of valence electrons and are in the same group in the periodic table, they differ in many chemical and physical properties.",Biomaterials
Hybrid Insect Micro-Electro-Mechanical Systems,"Hybrid Insect Micro-Electro-Mechanical Systems (HI-MEMS) is a project of DARPA, a unit of the United States Department of Defense. Created in 2006, the unit's goal is the creation of tightly coupled machine-insect interfaces by placing micro-mechanical systems inside the insects during the early stages of metamorphosis. After implantation, the ""insect cyborgs"" could be controlled by sending electrical impulses to their muscles. The primary application is surveillance. The project was created with the ultimate goal of delivering an insect within 5 meters of a target located 100 meters away from its starting point. In 2008, a team from the University of Michigan demonstrated a cyborg unicorn beetle at an academic conference in Tucson, Arizona. The beetle was able to take off and land, turn left or right, and demonstrate other flight behaviors. Researchers at Cornell University demonstrated the successful implantation of electronic probes into tobacco hornworms in the pupal stage.",Cyborgs
Warburg's tincture,"Warburg's tincture was a pharmaceutical drug, now obsolete. It was invented in 1834 by Dr. Carl Warburg. Warburg's tincture was well known in the Victorian era as a medicine for fevers, especially tropical fevers, including malaria. It was considered, by some, to be superior to quinine. Warburg's Tincture was a secret, proprietary remedy. The formula was not published until 1875. Later, it was included in the first edition of Martindale: The Extra Pharmacopoeia. Warburg's Tincture included an array of ingredients, including quinine.",Tinctures
Metals in medicine,"Metals in medicine are used in organic systems for diagnostic and treatment purposes. Inorganic elements are also essential for organic life as cofactors in enzymes called metalloproteins. When metals are scarce or high quantities, equilibrium is set out of balance and must be returned to its natural state via interventional and natural methods.",Biomaterials
Neil Harbisson,"Neil Harbisson (born 27 July 1984) is a Spanish-born British-Irish cyborg artist and activist for transpecies rights based in New York City. He is best known for being the first person in the world with an antenna implanted in his skull and for being legally recognised as a cyborg by a government. His antenna sends audible vibrations through his skull to report information to him. This includes measurements of electromagnetic radiation, phone calls, and music, as well as videos or images which are translated into audible vibrations. His WiFi-enabled antenna also allows him to receive signals and data from satellites. Since 2004, international media has described him as the world's first cyborg or the world's first cyborg artist. In 2010, he co-founded the Cyborg Foundation, an international organisation that defends cyborg rights, promotes cyborg art and supports people who want to become cyborgs. In 2017, he co-founded the Transpecies Society, an association that gives voice to people with non-human identities, raises awareness of the challenges transpecies face, advocates for the freedom of self-design and offers the development of new senses and organs in community.",Cyborgs
Rui L. Reis,"Rui Luís Reis (born 19 April 1967) is a Portuguese scientist known for his research in tissue engineering, regenerative medicine, biomaterials, biomimetics, stem cells, and biodegradable polymers. Reis is Professor of tissue engineering, regenerative medicine and stem cells at the Department of Polymer Engineering, School of Engineering of the University of Minho, in Braga and Guimarães. He is the Director of the , part of the Research Institute on Biomaterials, Biodegradables and Biomimetics (I3Bs) of UMinho (www.i3bs.uminho.pt), which specializes in the areas of regenerative Medicine, tissue engineering, stem cells and biomaterials. He is also the Director of the ICVS/3B's Associate Laboratory of UMinho. He is also the CEO of the European Institute of Excellence on Tissue Engineering and Regenerative Medicine. Rui L. Reis is also, since 2013, the Vice-Rector (Vice-President) for research and innovation of UMinho. Since 2007 he is also editor-in-chief of the Journal of Tissue Engineering and Regenerative Medicine. He is since 2016 and until 2018 the Global (World) President of the Tissue Engineering and Regenerative Medicine International Society (TERMIS). He is the responsible and PI of the EU funded project for the creation of the new center of Excellence, with headquarters in AvePark in Caldas das Taipas - Guimarães, the Discoveries Center for Regenerative and Precision Medicine in a Teaming process between University of Minho, University College London, University of Porto, University of Aveiro, University of Lisbon, University NOVA Lisbon.",Biomaterials
Stainless steel,"Stainless steel is a group of ferrous alloys that contain a minimum of approximately 11% chromium, a composition that prevents the iron from rusting and also provides heat-resistant properties. Different types of stainless steel include the elements carbon (from 0.03% to greater than 1.00%), nitrogen, aluminium, silicon, sulfur, titanium, nickel, copper, selenium, niobium, and molybdenum. Specific types of stainless steel are often designated by their AISI three-digit number, e.g., 304 stainless. The ISO 15510 standard lists the chemical compositions of stainless steels of the specifications in existing ISO, ASTM, EN, JIS, and GB (Chinese) standards in a useful interchange table. Stainless steel's resistance to rusting results from the presence of chromium in the alloy, which forms a passive film that protects the underlying material from corrosion attack, and can self-heal in the presence of oxygen. Corrosion resistance can be increased further by the following means: 
* increase chromium content to more than 11% 
* add nickel to at least 8% 
* add molybdenum (which also improves resistance to pitting corrosion) The addition of nitrogen also improves resistance to pitting corrosion and increases mechanical strength. Thus, there are numerous grades of stainless steel with varying chromium and molybdenum contents to suit the environment the alloy must endure. Resistance to corrosion and staining, low maintenance, and familiar luster make stainless steel an ideal material for many applications where both the strength of steel and corrosion resistance are required. Moreover, stainless steel can be rolled into sheets, plates, bars, wire, and tubing. These can be used in cookware, cutlery, surgical instruments, major appliances, vehicles, construction material in large buildings, industrial equipment (e.g., in paper mills, chemical plants, water treatment), and storage tanks and tankers for chemicals and food products. The material's corrosion resistance, the ease with which it can be steam-cleaned and sterilized, and the absence of the need for surface coatings have prompted the use of stainless steel in kitchens and food processing plants.",Biomaterials
Peli Lens,The Peli Lens is a mobility aid for people with homonymous hemianopia. It is also known as “EP” or Expansion Prism concept and was developed by Dr. of Schepens Eye Research Institute in 1999. It expands the visual field by 20 degrees. He tested this concept on several patients in his private practice with great success using 40Δ Fresnel press-on prisms (Peli 2000). Development of the lens and clinical trials were funded by NEI-NIH Grant EY014723 awarded to Chadwick Optical. The results of the multi-center clinical trials were published in 2008 reporting a 74% patient acceptance rate. Under this grant Chadwick Optical also designed and produced a cosmetically acceptable permanent version of this concept in a prescription lens. An improved version of the Peli Lens expanding the visual field by 30 degrees is available. Clinical trial results are pending.,Mobility_devices
Ti-6Al-7Nb,"Ti-6Al-7Nb (UNS designation R56700) is an alpha-beta titanium alloy first synthesized in 1977 containing 6% aluminum and 7% niobium. It features high strength and has similar properties as the cytotoxic vanadium containing alloy Ti-6Al-4V. Ti-6Al-7Nb is used as a material for hip prostheses. Ti―6Al―7Nb is one of the titanium alloys that built of hexagonal α phase (stabilised with aluminium) and regular body-centred phase β (stabilised with niobium). The alloy is characterized by added advantageous mechanical properties, it has higher corrosion resistance and biotolerance in relation to Ti-6Al-4V alloys.",Biomaterials
Shadowrun,"Shadowrun is a science fantasy tabletop role-playing game set in a near-future fictional universe in which cybernetics, magic and fantasy creatures co-exist. It combines genres of cyberpunk, urban fantasy and crime, with occasional elements of conspiracy, horror and detective fiction. From its inception in 1989, Shadowrun has remained among the most popular role-playing games. It has spawned a vast franchise that includes a series of novels, a collectible card game, two miniature-based tabletop wargames, and multiple video games. The title is taken from the game's main premise – a near-future world damaged by a massive magical event, where industrial espionage and corporate warfare runs rampant. A shadowrun – a successful data theft or physical break-in at a rival corporation or organization – is one of the main tools employed by both corporate rivals and underworld figures. Deckers (futuristic hackers) who can tap into an immersive, three-dimensional cyberspace are opposed by rival deckers and lethal, potentially brain-destroying artificial intelligences called ""Intrusion Countermeasures"" – ""IC"" for short – who are protected by street fighters and/or mercenaries, often with cyborg implants (called cyberware), magicians, and other exotic figures, on such missions as they seek access, physical or remote, to the power structures of rival groups. Magic has also returned to the world after a series of plagues; dragons who can take human form have returned as well, and are commonly found in high positions of corporate power.",Cyborgs_in_fiction
Neural Impulse Actuator,"The Neural Impulse Actuator (NIA) is a brain–computer interface (BCI) device developed by OCZ Technology. BCI devices attempt to move away from the classic input devices like keyboard and mouse and instead read electrical activity from the head, preferably the EEG. The name Neural Impulse Actuator implies that the signals originate from some neuronal activity; however, what is actually captured is a mixture of muscle, skin and nerve activity including sympathetic and parasympathetic components that have to be summarized as biopotentials rather than pure neural signals. As of May 27, 2011, the OCZ website says that the NIA is no longer being manufactured and has been end-of-lifed. On June 1, 2012 a post was made on the official forums, asking about the NIAs future, the reply being, ""It [the NIA] was spun out into a different company as a side-effect of OCZ's IPO and that company is BCInet.""",Brain–computer_interfacing
OpenBCI,"OpenBCI is an open-source brain-computer interface platform, created by Joel Murphy and Conor Russomanno, after a successful Kickstarter campaign in late 2013. OpenBCI boards can be used to measure and record electrical activity produced by the brain (EEG), muscles (EMG), and heart (EKG), and is compatible with standard EEG electrodes. The OpenBCI boards can be used with the open source OpenBCI GUI, or they can be integrated with other open-source EEG signal processing tools.",Brain–computer_interfacing
Victor Stone (DC Extended Universe),"Victor Stone, also known as Cyborg, is a fictional character in the DC Extended Universe. Based on the character of the same name, he is portrayed by Ray Fisher, making his cinematic film debut in Batman v Superman: Dawn of Justice (2016) before playing a prominent role in Justice League (2017). Cyborg's role in the latter film was subject to controversy as his backstory was heavily trimmed down in the theatrical release, in addition to sparking a conflict between Fisher, Joss Whedon, who had replaced Zack Snyder as director, and subsequently DC Films. Nonetheless, the character also appeared in Snyder's director's cut of Justice League (2021) with his original arc restored.",Cyborgs_in_fiction
Standing wheelchair,"A standing wheelchair (also known as a standing chair) is assistive technology, similar to a standing frame, that allows a wheelchair user to raise the chair from a seated to a standing position. The standing wheelchair supports the person in a standing position and enables interaction with people and objects at eye level.",Wheelchairs
Kernel (neurotechnology company),"Kernel is a private neurotechnology company headquartered in Culver City, Los Angeles, California that develops brain-machine interfaces. The company was founded in 2016 by Bryan Johnson.",Brain–computer_interfacing
Phil D'Amato,"Dr. Phil D’Amato is the central character in three science fiction mystery novelettes and three novels written by Paul Levinson. The first novelette, ""The Chronology Protection Case"", was adapted into a radio play which was nominated for an Edgar Award by the Mystery Writers of America. The first novel, The Silk Code, won the Locus Award for the Best First Novel of 1999. The fictional D'Amato, who has a PhD in forensic science, is a detective with the NYPD.",Cyborgs_in_fiction
Imagined speech,"Imagined speech (silent speech or covert speech or inner speech or, in the original latin terminology inherited by clinical terms endophasia) is thinking in the form of sound – “hearing” one’s own voice silently to oneself, without the intentional movement of any extremities such as the lips, tongue, or hands. Logically, imagined speech has been possible since the emergence of language, however, the phenomenon is most associated with the signal processing and detection within electroencephalograph (EEG) data as well as data obtained using alternative non-invasive, brain–computer interface (BCI) devices.",Brain–computer_interfacing
Surgical mask,"A surgical mask, also known as a medical face mask, is a personal protective equipment worn by health professionals during medical procedures. It prevents airborne transmission of infections between patients and/or treating personnel by blocking the movement of pathogens (primarily bacteria and viruses) shed in respiratory droplets and aerosols into and from the wearer's mouth and nose. Typically quite impermeable to moisture, the mask act as an additional barrier for the airway and are not usually designed (unless N95-rated) to completely prevent the wearer from inhaling smaller airborne pathogens, but could be still protective by filtering out and trapping most of the droplets that carry them. There is a predominance of evidence that surgical masks protect both the wearer (by filtering the inhaled air) and bystanders (by blocking down forceful exhalations from the wearer that can spread pathogens afar). Surgical masks were originally designed to protect medical personnel from accidentally breathing or swallowing in splashes or sprays of bodily fluids, but the effectiveness of surgical masks against influenza-like infections has not been confirmed by high-quality randomized controlled trials. Commonly seen surgical masks vary greatly by quality and levels of protection. Despite their name, not all surgical masks are appropriate to be used during surgery. Surgical masks may be labeled as surgical, isolation, dental or medical procedure masks. Chinese health officials distinguish between medical (non-surgical) and surgical masks. Surgical masks are made of a nonwoven fabric created using a melt blowing process. They came into use in the 1960s and largely replaced cloth facemasks in developed countries. The dark blue (or green) side of the mask (the fluid-repellant layer) is to be worn outward, with the white (absorbent) layer on the inside. With respect to some infections like influenza surgical masks could be as effective (or ineffective) as respirators, such as N95 or FFP masks; though the latter provide better protection in laboratory experiments due to their material, shape and tight seal. The use of surgical masks during the COVID-19 pandemic has been a subject of debate, as mask shortage is a central issue.Surgical masks are popularly worn by the general public all year round in East Asian countries like China, Japan and South Korea, especially during allergy and flu seasons, to reduce the chance of spreading airborne diseases to others, and to prevent the breathing in of airborne irritants such as pollens or dust particles created by air pollution (though dust masks are more effective against pollution). Additionally, surgical masks have become a fashion statement, particularly in contemporary East Asian culture bolstered by its popularity in Japanese and Korean pop culture which have a big impact on East Asian youth culture.",Medical_masks
IEC 62304,"The international standard IEC 62304 – medical device software – software life cycle processes is a standard which specifies life cycle requirements for the development of medical software and software within medical devices. It is harmonized by the European Union (EU) and the United States (US), and therefore can be used as a benchmark to comply with regulatory requirements from both these markets.",Regulation_of_medical_devices
Medical Technology Group,"The Medical Technology Group (MTG) is a not for profit organisation in the United Kingdom comprising patient groups, research charities and medical device manufacturers. Its stated aim is to ""work together to improve patient access to effective medical technologies"". The Group launched in 2001.",Implants_(medicine)
IEC 60601,"IEC 60601 is a series of technical standards for the safety and essential performance of medical electrical equipment, published by the International Electrotechnical Commission. First published in 1977 and regularly updated and restructured, as of 2011 it consists of a general standard, about 10 collateral standards, and about 80 particular standards.",Regulation_of_medical_devices
Tuberous breasts,"Tuberous breasts (or tubular breasts) are a result of a congenital abnormality of the breasts which can occur in both men and women (also see Hypoplasia), one breast or both. During puberty breast development is stymied and the breasts fail to develop normally and fully. The exact cause of this is as yet unclear; however, a study in 2011 of the cells in the breasts of both males and females with tubular breasts suggested a genetic link in a disorder of collagen deposition. The condition is thought to affect one to five per cent of breast augmentation patients; however, the proportion of the general population affected is unknown as surgery is not always sought.",Implants_(medicine)
Tablet (pharmacy),"A tablet is a pharmaceutical oral dosage form (oral solid dosage, or OSD) or solid unit dosage form. Tablets may be defined as the solid unit dosage form of medicament or medicaments with suitable excipients. It comprises a mixture of active substances and excipients, usually in powder form, pressed or compacted from a powder into a solid dose. Tablets are prepared either by molding or by compression. The excipients can include diluents, binders or granulating agents, glidants (flow aids) and lubricants to ensure efficient tabletting; disintegrants to promote tablet break-up in the digestive tract; sweeteners or flavours to enhance taste; and pigments to make the tablets visually attractive or aid in visual identification of an unknown tablet. A polymer coating is often applied to make the tablet smoother and easier to swallow, to control the release rate of the active ingredient, to make it more resistant to the environment (extending its shelf life), or to enhance the tablet's appearance. Medicinal tablets were originally made in the shape of a disk of whatever color their components determined, but are now made in many shapes and colors to help distinguish different medicines. Tablets are often stamped with symbols, letters, and numbers, which enable them to be identified. Sizes of tablets to be swallowed range from a few millimetres to about a centimetre. The compressed tablet is the most popular dosage form in use today. About two-thirds of all prescriptions are dispensed as solid dosage forms, and half of these are compressed tablets. A tablet can be formulated to deliver an accurate dosage to a specific site; it is usually taken orally, but can be administered sublingually, buccally, rectally or intravaginally. The tablet is just one of the many forms that an oral drug can take such as syrups, elixirs, suspensions, and emulsions.",Drug_delivery_devices
Safety syringe,"A safety syringe is a syringe with a built-in safety mechanism to reduce the risk of needlestick injuries to healthcare workers and others. The needle on a safety syringe can be detachable or permanently attached. On some models, a sheath is placed over the needle, whereas in others the needle retracts into the barrel. Safety needles serve the same functions as safety syringes, but the protective mechanism is a part of the needle rather than the syringe. Legislation requiring safety syringes or equivalents has been introduced in many nations since needlestick injuries and re-use prevention became the focus of governments and safety bodies.",Drug_delivery_devices
Biomesh,"Biomesh (or biologic mesh) is a type of surgical mesh made from an organic biomaterial (such as porcine dermis, porcine small intestine submucosa, bovine dermis or pericardium, and the dermis or fascia lata of a cadaveric human). Biologic mesh is primarily indicated for several types of hernia repair, including inguinal and ventral hernias, hernia prophylaxis, and contaminated hernia repairs. However, it has also been used in pelvic floor dysfunction, parotidectomy, and reconstructive plastic surgery. The development of biologic mesh largely has derived from the need of a biocompatible material that addresses ""the problems associated with a permanent synthetic mesh, including chronic inflammation, foreign body reaction, fibrosis, and mesh infection."" As of 2015, however, the efficacy and optimal use of biological mesh products remains in question.","Biomaterials,Implants_(medicine)"
Graft (surgery),"Grafting refers to a surgical procedure to move tissue from one site to another on the body, or from another creature, without bringing its own blood supply with it. Instead, a new blood supply grows in after it is placed. A similar technique where tissue is transferred with the blood supply intact is called a flap. In some instances a graft can be an artificially manufactured device. Examples of this are a tube to carry blood flow across a defect or from an artery to a vein for use in hemodialysis.",Implants_(medicine)
Microchip implant (human),"A human microchip implant is any electronic device used to implant subcutaneous (subdermal). Examples include an identifying integrated circuit RFID device encased in silicate glass which is used to implant in the body of a human being. This type of subdermal implant usually contains a unique ID number that can be linked to information contained in an external database, such as personal identification, law enforcement, medical history, medications, allergies, and contact information.",Implants_(medicine)
Therapeutic Goods Administration,"The Therapeutic Goods Administration (TGA) is the medicine and therapeutic regulatory agency of the Australian Government. As part of the Department of Health, the TGA regulates the quality, supply and advertising of medicines, pathology devices, medical devices, blood products and most other therapeutics. Any items that claim to have a therapeutic effect, are involved in the administration of medication, or are otherwise covered by the Therapeutic Goods Act 1989, the Therapeutic Goods Regulations 1990, or a ministerial order, must be approved by the TGA and registered in the Australian Register of Therapeutic Goods.",Regulation_of_medical_devices
Elixir,"An elixir is a sweet liquid used for medical purposes, to be taken orally and intended to cure one's illness. When used as a pharmaceutical preparation, an elixir contains at least one active ingredient designed to be taken orally.",Drug_delivery_devices
PSivida,"EyePoint Pharmaceuticals, Inc. (formerly pSivida Corp.) pSivida is a Watertown, Massachusetts company specialising in the application of microelectromechanical systems (MEMS) and nanotechnology to drug delivery. pSivida obtained porous silicon technology from the British government Defence Evaluation and Research Agency (DERA, now QinetiQ). QinetiQ continues to be a strategic partner. In June 2004, pSivida acquired full ownership of pSiMedica. In April 2018, pSivida purchased eye products firm Icon Bioscience.",Drug_delivery_devices
