label.value,abstract.value,words_string
Tom Brown (engineer),"Thomas Graham Brown (10 April 1933 in Glasgow - 13 December 2019) was a Scottish engineer who was most notable for collaborating in the design of the first medical ultrasound machine along with the obstetrician and designer Ian Donald, who would later be the Regius Professor of Obstetrics and Gynaecology at the University of Glasgow and industrial designer and obstetrician John MacVicar.",Medical_ultrasonography
Industrial computed tomography,"Industrial computed tomography (CT) scanning is any computer-aided tomographic process, usually X-ray computed tomography, that uses irradiation to produce three-dimensional internal and external representations of a scanned object. Industrial CT scanning has been used in many areas of industry for internal inspection of components. Some of the key uses for industrial CT scanning have been flaw detection, failure analysis, metrology, assembly analysis and reverse engineering applications. Just as in medical imaging, industrial imaging includes both nontomographic radiography (industrial radiography) and computed tomographic radiography (computed tomography).",Tomography
Echogenic intracardiac focus,"Echogenic intracardiac focus (EIF) is a small bright spot seen in the baby's heart on an ultrasound exam. This is thought to represent mineralization, or small deposits of calcium, in the muscle of the heart. EIFs are found in about 3–5% of normal pregnancies and cause no health problems. EIFs themselves have no impact on health or heart function. Often the EIF is gone by the third trimester. If there are no problems or chromosome abnormalities, EIFs are considered normal changes, or variants.",Medical_ultrasonography
Elixir,"An elixir is a sweet liquid used for medical purposes, to be taken orally and intended to cure one's illness. When used as a pharmaceutical preparation, an elixir contains at least one active ingredient designed to be taken orally.",Drug_delivery_devices
Chest tube,"A chest tube (chest drain, thoracic catheter, tube thoracostomy, or intercostal drain) is a flexible plastic tube that is inserted through the chest wall and into the pleural space or mediastinum. It is used to remove air (pneumothorax), fluid (pleural effusion, blood, chyle), or pus (empyema) from the intrathoracic space. It is also known as a Bülau drain or an intercostal catheter. The concept of chest drainage was first advocated by Hippocrates when he described the treatment of empyema by means of incision, cautery, and insertion of metal tubes. However, the technique was not widely used until the influenza epidemic of 1918 to drain post-pneumonic empyema, which was first documented by Dr. C. Pope, on ""Joel"", a 22-month-old infant. The use of chest tubes in postoperative thoracic care was reported in 1922, and they were regularly used post-thoracotomy in World War II, though they were not routinely used for emergency tube thoracostomy following acute trauma until the Korean War.",Medical_drains
Institute of Medical Illustrators,"The Institute of Medical Illustrators (IMI) was established in 1968 in the UK, to set and maintain standards for the medical illustration profession. It is notable for introducing the first Diploma in Medical Illustration in the United Kingdom. Medical illustrators work in the field of healthcare science and create resources for patient care, education and teaching. IMI brings together the disciplines of clinical photography, medical art, illustration, graphic design and video within healthcare, both in the UK and internationally. The Institute of Medical Illustrators offers professional accreditation for those with a relevant qualification in clinical photography, medical illustration, photography, graphic design or illustration. IMI members can also join the register for the Accreditation of Medical Illustration Practitioners (CAMIP), essential for those working in close contact with patients.",Medical_photography_and_illustration
R-type calcium channel,"The R-type calcium channel is a type of voltage-dependent calcium channel. Like the others of this class, the α1 subunit forms the pore through which calcium enters the cell and determines most of the channel's properties. This α1 subunit is also known as the calcium channel, voltage-dependent, R type, alpha 1E subunit (CACNA1E) or Cav2.3 which in humans is encoded by the CACNA1E gene.They are strongly expressed in cortex, hippocampus, striatum, amygdala and interpeduncular nucleus. They are poorly understood, but like Q-type calcium channels, they appear to be present in cerebellar granule cells. They have a high threshold of activation and relatively slow kinetics.",Electrophysiology
Bandage scissors,"Bandage scissors, or bandage forceps, are scissors that often have an angled tip with a blunt tip on the bottom blade. This helps in cutting bandages without gouging the skin. Lister bandage scissors and utility bandage scissors exhibit the well known angle, while Knowles bandage scissors have blades that are either straight or curved. Bandage scissors are very popular in any health care facility because they are designed to safely lift bandages away from skin for easy cutting. The bottom blade of the scissor is longer and goes easily under the bandages. The blunt tip design of the scissor prevents accidental injury while making bandage removal very easy, smooth, and quick.",Surgical_scissors
PSivida,"EyePoint Pharmaceuticals, Inc. (formerly pSivida Corp.) pSivida is a Watertown, Massachusetts company specialising in the application of microelectromechanical systems (MEMS) and nanotechnology to drug delivery. pSivida obtained porous silicon technology from the British government Defence Evaluation and Research Agency (DERA, now QinetiQ). QinetiQ continues to be a strategic partner. In June 2004, pSivida acquired full ownership of pSiMedica. In April 2018, pSivida purchased eye products firm Icon Bioscience.",Drug_delivery_devices
X-ray tube,"An X-ray tube is a vacuum tube that converts electrical input power into X-rays. The availability of this controllable source of X-rays created the field of radiography, the imaging of partly opaque objects with penetrating radiation. In contrast to other sources of ionizing radiation, X-rays are only produced as long as the X-ray tube is energized. X-ray tubes are also used in CT scanners, airport luggage scanners, X-ray crystallography, material and structure analysis, and for industrial inspection. Increasing demand for high-performance Computed tomography (CT) scanning and angiography systems has driven development of very high performance medical X-ray tubes.",Radiology
Voltage-gated potassium channel database,VKCDB (Voltage-gated potassium Channel DataBase) is a database of functional data about the voltage-gated potassium channels.,Electrophysiology
Veredus Laboratories,"Veredus Laboratories is a medical device company in Singapore that specializes in developing portable diagnostic tool kit. In July 2005, Veredus Laboratories launched a DNA- and RNA-based diagnostic kits for dengue, avian influenza and malaria. The kit is based on technologies licensed from A*STAR and the National University of Singapore. In January 2006, Veredus Laboratories and STMicroelectronics announced a joint effort in the development of a rapid diagnostic kit for avian influenza and other influenza viruses which could produces result within an hour, based on Lab-on-a-chip (LOC) technology. Later in July 2006, Veredus Laboratories set up an on-board avian influenza testing laboratories on USS Blue Ridge, the flagship of the United States 7th Fleet, and on aircraft carrier USS Kitty Hawk.",Medical_device_manufacturers
Owl's eye appearance,"Owl's eye appearance, also known as Owl’s Eye Sign, is commonly used as a term to describe a pattern that is found in the study of histology, radiology, and pathology cases. This pattern has a resemblance of a real Owl’s Eyes Shape. Such an appearance of a pattern has been used for the analysis of symptoms on patients within the medical field. They may refer to: 
* Cells with perinuclear vacuolization around centrally located pyknotic nuclei, such as typically seen in flat warts. 
* Owl's eye appearance of inclusion bodies, which is highly specific for cytomegalovirus infection. 
* Owl's eye appearance of entire nucleus - a finding in Reed–Sternberg cells in individuals with Hodgkin's lymphoma. 
* Owl's eye appearance of the Lentiform nucleus of the basal ganglia on head CT scan images in individuals with cerebral hypoxia",Radiology
Lindbergh operation,"The Lindbergh operation was a complete tele-surgical operation carried out by a team of French surgeons located in New York on a patient in Strasbourg, France (over a distance of several thousand miles) using telecommunications solutions based on high-speed services and sophisticated Zeus surgical robot. The operation was performed successfully on September 7, 2001 by Professor Jacques Marescaux and his team from the (Institute for Research into Cancer of the Digestive System). This was the first time in medical history that a technical solution proved capable of reducing the time delay inherent to long distance transmissions sufficiently to make this type of procedure possible. The name was derived from the American aviator Charles Lindbergh, because he was the first person to fly solo across the Atlantic Ocean.",Surgical_robots
Barium sulfate,"Barium sulfate (or sulphate) is the inorganic compound with the chemical formula BaSO4. It is a white crystalline solid that is odorless and insoluble in water. It occurs as the mineral barite, which is the main commercial source of barium and materials prepared from it. The white opaque appearance and its high density are exploited in its main applications.",Radiocontrast_agents
Angelika Bischof-Delaloye,"Angelika Bischof-Delaloye is a former emeritus professor at the University Lausanne, Lausanne, Switzerland.",Nuclear_medicine
Interventional radiology,"Interventional radiology (IR) is a medical subspecialty that performs various minimally-invasive procedures using medical imaging guidance, such as x-ray fluoroscopy, computed tomography, magnetic resonance imaging, or ultrasound. IR performs both diagnostic and therapeutic procedures through very small incisions or body orifices. Diagnostic IR procedures are those intended to help make a diagnosis or guide further medical treatment, and include image-guided biopsy of a tumor or injection of an imaging contrast agent into a hollow structure, such as a blood vessel or a duct. By contrast, therapeutic IR procedures provide direct treatment—they include catheter-based medicine delivery, medical device placement (e.g., stents), and angioplasty of narrowed structures. The main benefits of interventional radiology techniques are that they can reach the deep structures of the body through a body orifice or tiny incision using small needles and wires. That decreases risks, pain, and recovery compared to open procedures. Real-time visualization also allows precision guidance to the abnormality, making the procedure or diagnosis more accurate. These benefits are weighed against the additional risks of lack of immediate access to internal structures (should bleeding or a perforation occur), and the risks of radiation exposure such as cataracts and cancer.",Interventional_radiology
Henry Tonks,"Henry Tonks, FRCS (9 April 1862 – 8 January 1937) was a British surgeon and later draughtsman and painter of figure subjects, chiefly interiors, and a caricaturist. He became an influential art teacher. He was one of the first British artists to be influenced by the French Impressionists; he exhibited with the New English Art Club, and was an associate of many of the more progressive artists of late Victorian Britain, including James McNeill Whistler, Walter Sickert, John Singer Sargent and George Clausen.",Medical_illustrators
Lee Allen (artist),"Lee Allen (1910 – May 5, 2006), born Edwin Lee Allen, was an American Regionalist painter, a muralist, and a medical illustrator, and an acclaimed ophthalmic photographer and ocularist.",Medical_illustrators
Galactography,"Galactography or ductography (or galactogram, ductogram) is a medical diagnostic procedure for viewing the milk ducts. The procedure involves the radiography of the ducts after injection of a radiopaque substance into the duct system. The procedure is used for investigating the pathology of nipple discharge. Galactography is capable of detecting smaller abnormalities than mammograms, MRI or ultrasound tests. With galactography, a larger part of the ductal system can be visualized than with the endoscopic investigation of a duct (called galactoscopy or ductoscopy). Causes for nipple discharge include duct ectasia, intraductal papilloma, and occasionally ductal carcinoma in situ or invasive ductal carcinoma. The standard treatment of galactographically suspicious breast lesions is to perform a surgical intervention on the concerned duct or ducts: if the discharge clearly stems from a single duct, then the excision of the duct (microdochectomy) is indicated; if the discharge comes from several ducts or if no specific duct could be determined, then a subareolar resection of the ducts (Hadfield's procedure) is performed instead. To avoid infection, galactography should not be performed when the nipple discharge contains pus.",Breast_imaging
Mollie Lentaigne,"Mary Evelyn Lentaigne (born 6 May 1920) is a British former medical artist and Red Cross Voluntary Aid Detachment nurse who worked at the Queen Victoria Hospital, England, during the Second World War. She is known for the drawings she made there of the surgical procedures of New Zealand plastic surgeon Archibald McIndoe who was working on injured servicemen. Around 300 of her drawings are held by the East Grinstead Museum where they form the Mollie Lentaigne Collection.",Medical_illustrators
Deep sulcus sign,"In radiology, the deep sulcus sign on a supine chest radiograph is an indirect indicator of a pneumothorax. In a supine film, it appears as a deep, lucent, ipsilateral costophrenic angle within the nondependent portions of the pleural space as opposed to the apex (of the lung) when the patient is upright. The costophrenic angle is abnormally deepened when the pleural air collects laterally, producing the deep sulcus sign. Patients with chronic obstructive pulmonary disease (COPD) may exhibit deepened lateral costophrenic angles due to hyperaeration of the lungs and cause a false deep sulcus sign.",Radiologic_signs
Uterine artery embolization,Uterine artery embolization is a procedure in which an interventional radiologist uses a catheter to deliver small particles that block the blood supply to the uterine body. The procedure is done for the treatment of uterine fibroids and adenomyosis. This minimally invasive procedure is commonly used in the treatment of uterine fibroids and is also called uterine fibroid embolization.,Interventional_radiology
Vitallium,"Vitallium is an alloy of 65% cobalt, 30% chromium, 5% molybdenum, and other substances. The alloy is used in dentistry and artificial joints, because of its resistance to corrosion. It is also used for components of turbochargers because of its thermal resistance. Vitallium was developed by Albert W. Merrick for the Austenal Laboratories in 1932. In 2016 Norman Sharp, a 91-year-old British man, was recognised as having the world's oldest hip replacement implants. The two Vitallium implants were implanted in November 1948 at the Royal National Orthopaedic Hospital, under the newly formed NHS. The 67-year-old implants had such an unusually long life, partly because they had not required the typical replacement of such implants, but also because of Sharp's young age of 23 when they were implanted, owing to a childhood case of septic arthritis. For high-temperature use in engines, particularly turbochargers, the first alloy used was Haynes Stellite No. 21, similar to Vitallium. This was suggested by the British engineer, and denture wearer, S.D. Heron during World War II. Although the characteristics of the material obviously suggested itself for making turbocharger blades, it was thought impossible to cast it to the precision needed. Heron demonstrated that it could be, by showing his Vitallium dentures.",Biomaterials
Purkinje fibers,"The Purkinje fibers (/pɜːrˈkɪndʒi/ pur-KIN-jee; Purkinje tissue or subendocardial branches) are located in the inner ventricular walls of the heart, just beneath the endocardium in a space called the subendocardium. The Purkinje fibers are specialized conducting fibers composed of electrically excitable cells. They are larger than cardiomyocytes with fewer myofibrils and many mitochondria. They conduct cardiac action potentials more quickly and efficiently than any other cells in the heart. Purkinje fibers allow the heart's conduction system to create synchronized contractions of its ventricles, and are essential for maintaining a consistent heart rhythm.",Cardiac_electrophysiology
AM-694,AM-694 (1-(5-fluoropentyl)-3-(2-iodobenzoyl)indole) is a designer drug that acts as a potent and selective agonist for the cannabinoid receptor CB1. It is used in scientific research for mapping the distribution of CB1 receptors.,PET_radiotracers
Adipiodone,"Adipiodone (INN, or iodipamide; trade names Cholografin and Biligrafin) is a pharmaceutical drug used as a radiocontrast agent in X-ray imaging. It was introduced in the 1950s.",Radiocontrast_agents
Nuclear Medicine and Biology,"Nuclear Medicine and Biology is a peer-reviewed medical journal published by Elsevier that covers research on all aspects of nuclear medicine, including radiopharmacology, radiopharmacy and clinical studies of targeted radiotracers. It is the official journal of the . According to the Journal Citation Reports, the journal has a 2011 impact factor of 3.023.",Nuclear_medicine
Margaret McLarty,"Margaret Chalmers McLarty, known as Margaret McLarty, (1908–1996) was a medical illustrator for the anaesthetic department in Oxford University. In 1960 she published Illustrating Medicine and Surgery a seminal volume on medical illustration and a core text for medical illustrators. She provided illustrations for the first two editions of Anatomy for Anaesthetists written with Harold Ellis in 1963. She was trained by Audrey Arnott with whom she founded the Medical Artists Association of Great Britain on 2 April 1949.",Medical_illustrators
Robstep,"Robstep (Chinese: 易步; pinyin: Yì Bù; lit. 'Easy Step') is a line of two-wheeled, self-balancing, battery-powered electric vehicles invented by Dongguan Robstep Robot Co., Ltd. of Guangdong, Dongguan, China. The name ""Robstep"" is a portmanteau of the words ""robot"" and ""step"", meaning robotic steps. The devices have been compared to Segways. Computers and motors inside of the device keep the Robstep upright when powered on with balancing enabled. A user commands the Robstep to go forward by shifting their weight forward on the platform, and backward by shifting their weight backward. The Robstep detects, as it balances, the change in its center of mass, and first establishes and then maintains a corresponding speed, forward or backward. Gyroscopic sensors and fluid-based level sensors detect the weight shift. To turn, the user presses the handlebar to the left or the right.Robsteps are driven by electric motors and can reach a speed of 9.3 miles per hour (15 km/h). Robsteps are comparable to Segways. They are known as human transporters and personal mobility devices. Some customers use them as a disability device. There are now two different types of batteries fitted on these devices. One is considered a dangerous good for airline travel (lithium ion) and the other type is acceptable (nickel metal hydride). Engineering conversion from one battery type to the other is now available from various after-market engineering firms and the conversion is indicated by an authorized sticker placed adjacent to the name plate on modified units.",Mobility_devices
Upper gastrointestinal series,"An upper gastrointestinal series, also called a barium meal, is a series of radiographs used to examine the gastrointestinal tract for abnormalities. A contrast medium, usually a radiocontrast agent such as barium sulfate mixed with water, is ingested or instilled into the gastrointestinal tract, and X-rays are used to create radiographs of the regions of interest. The barium enhances the visibility of the relevant parts of the gastrointestinal tract by coating the inside wall of the tract and appearing white on the film. This in combination with other plain radiographs allows for the imaging of parts of the upper gastrointestinal tract such as the pharynx, larynx, esophagus, stomach, and small intestine such that the inside wall lining, size, shape, contour, and patency are visible to the examiner. With fluoroscopy, it is also possible to visualize the functional movement of examined organs such as swallowing, peristalsis, or sphincter closure. Depending on the organs to be examined, barium radiographs can be classified into ""barium swallow"", ""barium meal"", ""barium follow-through"", and ""enteroclysis"" (""small bowel enema""). To further enhance the quality of images, air or gas is sometimes introduced into the gastrointestinal tract in addition to barium, and this procedure is called double-contrast imaging. In this case the gas is referred to as the negative contrast medium. Traditionally the images produced with barium contrast are made with plain-film radiography, but computed tomography is also used in combination with barium contrast, in which case the procedure is called ""CT enterography"".",Digestive_system_imaging
Angioplasty,"Angioplasty, also known as balloon angioplasty and percutaneous transluminal angioplasty (PTA), is a minimally invasive endovascular procedure used to widen narrowed or obstructed arteries or veins, typically to treat arterial atherosclerosis. A deflated balloon attached to a catheter (a balloon catheter) is passed over a guide-wire into the narrowed vessel and then inflated to a fixed size. The balloon forces expansion of the blood vessel and the surrounding muscular wall, allowing an improved blood flow. A stent may be inserted at the time of ballooning to ensure the vessel remains open, and the balloon is then deflated and withdrawn. Angioplasty has come to include all manner of vascular interventions that are typically performed percutaneously. The word is composed of the combining forms of the Greek words ἀγγεῖον angeîon ""vessel"" or ""cavity"" (of the human body) and πλάσσω plássō ""form"" or ""mould"".",Interventional_radiology
Gadoxetic acid,"Gadoxetic acid is a gadolinium-based MRI contrast agent. Its salt, gadoxetate disodium, is marketed as Primovist in Europe and Eovist in the United States by Bayer HealthCare Pharmaceuticals.",MRI_contrast_agents
Center for Radiological Research,"The Center for Radiological Research (CRR) is a research institute in New York City. It was founded in 1916 at Memorial Hospital by Gioacchino Failla before moving to Columbia University in 1942. It has been described as the oldest and largest research center of its kind in the world. Achievements by the CRR under Failla include constructing the first radon generator in the US, building the first human phantom in the US.",Radiology_organizations
Isocenter,"Isocenter in aerial photography: it is a point where a line cuts an angle of 90 degree of tier/2.It is the point on the aerial photo platform that directly falls on a line half-way between the Principal point and the Nadir point.In and radiation oncology, the isocenter is termed as the point in space through which the central rays of the radiation beams pass. In radiation oncology there is typically talk of two isocenters: 
* radiation isocenter and 
* mechanical isocenter. Radiation isocenter is the point in space through which the central beam of radiation passes whereas the mechanical isocenter is the point where optical beams intersect. The two are closely related but differ in terms of their functionality and working in Space. Isocenter definition in Radiotherapy: The point in space relative to the treatment machine about which various components of the linac rotate. The gantry rotation definesa horizontal axis which cuts a vertical axis defined by the rotation of the treatment couch. The treatment collimators alsorotate about an axis pointing through the isocentre. The source to isocenter distance (SIsoD) can be an important parameter to control in determining patient exposure and image quality in diagnostic computed tomography and fluoroscopy.",Radiation_therapy
Bronchography,"Bronchography is a radiological technique, which involves x-raying the respiratory tree after coating the airways with contrast. Bronchography is rarely performed, as it has been made obsolete with improvements in computed tomography and bronchoscopy.",Respiratory_system_imaging
American Roentgen Ray Society,"The American Roentgen Ray Society (ARRS) is the first and oldest radiology society in the United States. It was founded in 1900, in the early days of X-ray and radiation study. Headquartered in Leesburg, Virginia, the society publishes a monthly peer-reviewed journal: American Journal of Roentgenology (previously American Journal of Radiology), providing a forum for advances in radiology and related fields. It provides scholarships, and presents awards. The quarterly ARRS InPractice magazine keeps members informed of annual meeting plans and general Society information. Its educational programs include seminars and a program of continuing education for radiologic technologists. Its 9th meeting, in 1908, was held in New York City. There, it announced that there was ""no excuse whatever"" for anyone being injured during medical X-rays, which ""could be taken in a fraction of a second"".",Radiology_organizations
Megavoltage X-rays,"Megavoltage X-rays are produced by linear accelerators (""linacs"") operating at voltages in excess of 1000 kV (1 MV) range, and therefore have an energy in the MeV range. The voltage in this case refers to the voltage used to accelerate electrons in the linear accelerator and indicates the maximum possible energy of the photons which are subsequently produced. They are used in medicine in external beam radiotherapy to treat neoplasms, cancer and tumors. Beams with the voltage range of 4-25 MV are used to treat deeply buried cancers because radiation oncologists find that they penetrate well to deep sites within the body. Lower energy x-rays, called orthovoltage X-rays, are used to treat cancers closer to the surface. Megavoltage x-rays are preferred for treatment of deep lying tumours as they are attenuated less than lower energy photons, and will penetrate further, with a lower skin dose. Megavoltage x-rays also have lower relative biological effectiveness than orthovoltage x-rays. These properties help to make megavoltage x-rays the most common beam energies typically used for radiotherapy in modern techniques such as IMRT.",Radiation_therapy
Metrizamide,"Metrizamide is a non-ionic iodine-based radiocontrast agent. It is also a density gradient medium for the centrifugation of biological particles. Historically metrizamide replaced iofendylate (trade names: Pantopaque, Myodil) as the contrast agent of choice for myelography (an X-ray study of the spine now largely replaced by MRI). The radio opacity characteristics are such that finer detail is displayed with metrizamide, as well as the advantage of reabsorption from spinal fluid and excretion from the body – since unlike iofendylate, metrizamide is a water-soluble substance. Both agents are administered by lumbar puncture (also referred to as a spinal tap or cisternal puncture), at the cervicocranial junction. The human patient is rolled from the lateral decubitus (lying on the side) to prone. Ankles are strapped to the end of a hard X-ray, CT, or MRI table. To obtain images of the cervical region the patient is then carefully tilted in the Trendelenberg position (head down) so the contrast agent (particularly iofendylate) can enter the neck region. Care is given to prevent spilling dye into the posterior cranial fossa (back of the head) or to enter the cranial cavity in general. This speaks to the inability to remove the heavier or more viscous iofendylate without aspirating it with spinal fluid through a lumbar puncture needle in the low back (sticking up vertically) or back of the neck. Removal of iofendylate is necessary since it is not water-soluble. With metrizamide the issue is that if entering the cranial cavity and high dose exposure to the blood brain barrier, side effects are more likely encountered. Issues related to absorption into the general circulation are also encountered.",Radiocontrast_agents
Cambridge Brain Analysis,"Cambridge Brain Analysis (CamBA), is a software repository developed at the Brain Mapping Unit, Department of Psychiatry, University of Cambridge, UK and contains software pipelines for functional magnetic resonance imaging (fMRI) analysis. It is designed for batch processing and its main graphical user interface offers a spreadsheet-like look-and-feel. The software is available under the GNU General Public License and runs under Linux. Up-to-date information is available at the Neuroimaging Informatics Tools and Resources Clearinghouse.",Neuroimaging
Stuart Cull-Candy,Stuart Graham Cull-Candy FRS FMedSci (born 2 November 1946) is a British neuroscientist. He holds the Gaddum Chair of Pharmacology and a personal Chair in Neuroscience at University College London. He is also a member of the Faculty of 1000 and holds a Royal Society - Wolfson Research position.,Electrophysiologists
Superficial X-rays,"Superficial X-rays are low-energy X-rays that do not penetrate very far before they are absorbed. They are produced by X-ray tubes operating at voltages in the 10–100 kV range, and therefore have peak energies in the 10–100 keV range. Precise naming and definitions of energy ranges may vary, and X-rays at the lower end of this range may also be known as Grenz rays. They are useful in radiation therapy for the treatment of various benign or malignant skin problems, including skin cancer and severe eczema. They have a useful depth of up to 5 mm. In some locations, orthovoltage treatment is being replaced by electron therapy or brachytherapy. As well as teletherapy, X-rays in this energy range (and the low orthovoltage range) are used for imaging patients, to analyse materials and objects in industrial radiography and for crystallography.",Radiation_therapy
Technetium (99mTc) fanolesomab,"Technetium (99mTc) fanolesomab (trade name NeutroSpec, manufactured by Palatin Technologies) is a mouse monoclonal antibody formerly used to aid in the diagnosis of appendicitis. It is labeled with a radioisotope, technetium-99m (99mTc).",Radiocontrast_agents
Connectogram,"Connectograms are graphical representations of connectomics, the field of study dedicated to mapping and interpreting all of the white matter fiber connections in the human brain. These circular graphs based on diffusion MRI data utilize graph theory to demonstrate the white matter connections and cortical characteristics for single structures, single subjects, or populations.",Neuroimaging
Dose profile,"In External Beam Radiotherapy, transverse and longitudinal dose measurements are taken by a radiation detector in order to characterise the radiation beams from medical linear accelerators. Typically, an ionisation chamber and water phantom are used to create these radiation dose profiles. Water is used due to its tissue equivalence. Transverse dose measurements are performed in the x (crossplane) or y (inplane) directions perpendicular to the radiation beam, and at a given depth (z) in the phantom. These are known dose profiles.Dose measurements taken along the z direction create radiation dose distribution known as a depth-dose curve.",Radiation_therapy
Surface modification of biomaterials with proteins,"Biomaterials are materials that are used in contact with biological systems. Biocompatibility and applicability of surface modification with current uses of metallic, polymeric and ceramic biomaterials allow alteration of properties to enhance performance in a biological environment while retaining bulk properties of the desired device. Surface modification involves the fundamentals of physicochemical interactions between the biomaterial and the physiological environment at the molecular, cellular and tissue levels (reduce bacterial adhesion, promote cell adhesion). Currently, there are various methods of characterization and surface modification of biomaterials and useful applications of fundamental concepts in several biomedical solutions.",Biomaterials
Bioabsorbable metallic glass,"Bioresorbable (or bioabsorbable) metallic glass is a type of amorphous metal, which is based on the Mg-Zn-Ca ternary system. Containing only elements which already exist inside the human body, namely Mg, Zn and Ca, these amorphous alloys are a special type of .",Biomaterials
Flatline,"A flatline is an electrical time sequence measurement that shows no activity and therefore, when represented, shows a flat line instead of a moving one. It almost always refers to either a flatlined electrocardiogram, where the heart shows no electrical activity (asystole), or to a flat electroencephalogram, in which the brain shows no electrical activity (brain death). Both of these specific cases are involved in various definitions of death.",Cardiac_electrophysiology
Françoise Basseporte,"Madeleine Françoise Basseporte, (28 April 1701 – 6 September 1780) was a French painter. From 1741 until her death, she served as the Royal Painter for the King's Garden and Cabinet (now the Jardin des Plantes), an unprecedented appointment for a woman artist at the time.",Medical_illustrators
Ground-glass opacity,"Ground-glass opacity (GGO) is a finding seen on chest x-ray (radiograph) or computed tomography (CT) imaging of the lungs. It is typically defined as an area of hazy opacification (x-ray) or increased attenuation (CT) due to air displacement by fluid, airway collapse, fibrosis, or a neoplastic process. When a substance other than air fills an area of the lung it increases that area's density. On both x-ray and CT, this appears more grey or hazy as opposed to the normally dark-appearing lungs. Although it can sometimes be seen in normal lungs, common pathologic causes include infections, interstitial lung disease, and pulmonary edema.",Radiologic_signs
Fluoroethyl-L-tyrosine (18F),Fluoroethyl-l-tyrosine (18F) or 18F-FET is a neuro-oncologic PET tracer.,PET_radiotracers
Retrograde urethrogram,"A retrograde urethrogram is a routine radiologic procedure (most typically in males) used to image the integrity of the urethra.Hence a retrograde urethrogram is essential for diagnosis of urethral injury, or urethral stricture.",Urologic_imaging
Singapore Gamma Knife Centre,The Singapore Gamma Knife Centre is a medical facility specialising in gamma knife radiosurgery.,Radiology_organizations
KvLQT1,"Kv7.1 (KvLQT1) is a potassium channel protein whose primary subunit in humans is encoded by the KCNQ1 gene. Kv7.1 is a voltage and lipid-gated potassium channel present in the cell membranes of cardiac tissue and in inner ear neurons among other tissues. In the cardiac cells, Kv7.1 mediates the IKs (or slow delayed rectifying K+) current that contributes to the repolarization of the cell, terminating the cardiac action potential and thereby the heart's contraction. It is a member of the KCNQ family of potassium channels.",Cardiac_electrophysiology
Perflubron,"Perflubron (INN/USAN, or perfluorooctyl bromide; brand name Imagent) is a contrast medium for magnetic resonance imaging, computer tomography and sonography. It was approved for this use in the United States by the Food and Drug Administration in 1993.",MRI_contrast_agents
Radium-223,"Radium-223 (223Ra, Ra-223) is an isotope of radium with an 11.4-day half-life. It was discovered in 1905 by T. Godlewski, a Polish chemist from Kraków, and was historically known as actinium X (AcX). Radium-223 dichloride is an alpha particle-emitting radiotherapy drug that mimics calcium and forms complexes with hydroxyapatite at areas of increased bone turnover. The principal use of radium-223, as a radiopharmaceutical to treat metastatic cancers in bone, takes advantage of its chemical similarity to calcium, and the short range of the alpha radiation it emits.",Radiation_therapy
Thomas Geminus,"Thomas Geminus (1510 Lille - May 1562), was a pseudonym for the Flemish refugee Thomas Lambrit/Thomas Lambert, an engraver and printer, active from the 1540s in London, and noted for his 1545 Latin work, Compendiosa totius anatomie delineatio, aere exarata (""A complete delineation of the entire anatomy engraved on copper"") printed by John Herford. Geminus started work in England by working with Thomas Raynalde and producing ""The byrth of Mankinde"" aka ""The Woman's booke"" in 1545. ""The byrth of Mankinde"", was the best English language reference work on midwifery in the 1500s. Its text was translated from Eucharius Rösslin's ""Der schwangern Frauwen und Hebammen Rosengarten"". Its first English edition was a 1540 translation by Richard Jonas. The second, by Thomas Raynalde, appeared in 1545 and saw many editions in the next 100 years. It discussed fertility, pregnancy, birth, and infant care, with the best anatomical descriptions then available. Its illustrations were again after Vesalius via Geminus’s ""Compendiosa"". The ""Compendiosa totius anatomie"" consisted of 41 unnumbered engraved sheets and was dedicated to Edward VI. One of the sheets was a fold-out engraving of the external anatomy of Adam and Eve; in addition there were 3 engravings of the skeleton, 16 of the muscles, 5 of the arteries and veins, 4 of the nerves, 6 of the organs, 4 of the brain, and one of the eye and its parts, all after woodcuts by Vesalius. The Latin edition of 1545 had been distributed in Italy, France, Spain, Germany, and other countries. Geminus wrote in the later English version that it had been produced for the benefit of ""unlatined Surgeons"". He had employed Nicholas Udall, the playwright, to translate some of the work, while the text was taken from an early translation of Henri de Mondeville's ""Surgery"". The book was a great success, printing three editions in England - one in Latin (1545) and two in English translation (1553 and 1559). In his engraved copies, Geminus removed all the detail he regarded as superfluous, notably the background landscapes which had informed Vesalius's images. The copperplate engravings were the first ever to be done in England, and enjoyed a large following in France. Jacques Grévin, the French poet who also happened to be a physician and writer on matters medical, had print editions done from Geminus's plates in 1564, 1565 and a French translation in 1569. Watermarks suggest that the plates for the 1564 Paris edition were printed in London and then transported to Paris.",Medical_illustrators
Journal of Vascular and Interventional Radiology,"The Journal of Vascular and Interventional Radiology, also known as JVIR, is a monthly peer-reviewed medical journal covering all aspects of interventional radiology. It was established in 1990 and is an official journal of the Society of Interventional Radiology. It is published by Elsevier. The editor-in-chief is Daniel Y. Sze, MD, PhD. The journal is abstracted and indexed in the Science Citation Index Expanded, , CINAHL, EMBASE, MEDLINE and Scopus. According to the Journal Citation Reports, the journal has a 2018 impact factor of 2.828.",Interventional_radiology
